id,name,alias,name_en,category,kcal,protein,fat,carb,sodium
D1500101,土芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",Guava,水果類,39.0,0.7,0.1,10.0,5.0
D15002,芭樂平均值(白肉),"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",Guava,水果類,40.0,0.7,0.1,10.2,1.0
D1500201,番石榴(珍珠拔)(有機),"牛乳芭樂,牛奶芭樂,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",Guavas,水果類,40.0,0.6,0.1,10.4,0.0
D1500202,世紀芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",Guava,水果類,40.0,0.7,0.1,10.3,0.0
D1500203,珍珠芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",Guava,水果類,42.0,0.7,0.2,10.6,0.0
D1500204,泰國芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",Thailand guava,水果類,38.0,0.8,0.1,9.7,5.0
D1500205,無子芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",Guava: seedless,水果類,33.0,0.7,0.0,8.6,0.0
D1500301,紅心芭樂,"番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔",Guava,水果類,42.0,0.8,0.1,10.7,1.0
D16001,楊桃平均值,"羊桃,洋桃,陽桃,五稜子,五斂子",Star fruit; Carambola,水果類,32.0,0.5,0.1,8.2,0.0
D1600101,楊桃(2月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",Star fruit; Carambola,水果類,29.0,0.4,0.1,7.6,0.0
D1600102,楊桃(4月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",Star fruit; Carambola,水果類,32.0,0.7,0.1,8.1,0.0
D1600103,楊桃(5月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",Star fruit; Carambola,水果類,34.0,0.6,0.1,8.7,0.0
D1600104,楊桃(9月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",Star fruit; Carambola,水果類,33.0,0.5,0.0,8.8,0.0
D1600105,楊桃(11月取樣),"羊桃,洋桃,陽桃,五稜子,五斂子",Star fruit; Carambola,水果類,31.0,0.4,0.0,8.0,0.0
D1700101,美國紅葡萄,"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",Grape,水果類,69.0,0.4,0.4,17.7,8.0
D1700201,巨峰葡萄,"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",Grape,水果類,64.0,0.5,0.3,16.6,1.0
D17003,綠葡萄平均值,"葡萄,蒲桃,蒲萄,草龍珠,蒲陶,葡桃",Grape,水果類,58.0,0.5,0.2,15.3,4.0
D1700301,美國綠葡萄,"蒲桃,蒲萄,草龍珠,蒲陶,葡桃(青葡萄,白葡萄)",Grape,水果類,64.0,0.5,0.2,16.8,7.0
D1700302,意大利葡萄,"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",Grape,水果類,52.0,0.5,0.1,13.7,0.0
D1700401,美國紅葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",Grape,水果類,61.0,0.4,0.1,16.3,1.0
D1700501,美國紫葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",Grape,水果類,80.0,0.4,0.0,21.9,1.0
D1700601,美國黑葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",Grape,水果類,63.0,0.6,0.2,16.4,0.0
D1700701,美國綠葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃(青葡萄,白葡萄)",Grape,水果類,87.0,0.6,0.4,22.7,1.0
D1700801,無子紅葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",Grape,水果類,72.0,0.5,0.1,19.2,3.0
D1700901,黑美人葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",Grape,水果類,66.0,0.5,0.1,17.4,0.0
D1701001,金香葡萄(含皮),"蒲桃,蒲萄,草龍珠,蒲陶,葡桃",Grape,水果類,60.0,0.6,0.1,16.0,0.0
D1710101,葡萄乾,,Raisin,水果類,306.0,3.2,1.5,78.7,14.0
D18001,蓮霧平均值(粉紅色種),"璉霧,輦霧,洋蒲桃",Wax(Java) apple; Wax gambuor; Wax jumbo;Bell fruit,水果類,39.0,0.4,0.3,10.0,2.0
D1800101,蓮霧(紅寶石),"璉霧,輦霧,洋蒲桃,水蓊",Wax(Java) apple; Wax gambuor; Wax jumbo;Bell fruit,水果類,33.0,0.3,0.3,8.1,2.0
D1800102,蓮霧(黑金剛),"璉霧,輦霧,洋蒲桃,水蓊",Wax(Java) apple; Wax gambuor; Wax jumbo;Bell fruit,水果類,34.0,0.5,0.1,8.8,1.0
D1800103,蓮霧(黑珍珠),"璉霧,輦霧,洋蒲桃,水蓊",Wax(Java) apple; Wax gambuor; Wax jumbo;Bell fruit,水果類,51.0,0.3,0.4,13.0,3.0
D1900101,華寶大西瓜(花蓮),"水瓜,寒瓜,夏瓜",Watermelon,水果類,33.0,0.7,0.1,8.4,1.0
D19002,西瓜平均值(紅肉小瓜),"水瓜,寒瓜,夏瓜",Watermelon,水果類,33.0,0.8,0.1,8.0,1.0
D1900201,皇宮西瓜,"水瓜,寒瓜,夏瓜",Watermelon,水果類,32.0,0.7,0.1,8.1,1.0
D1900202,紅鈴西瓜,"水瓜,寒瓜,夏瓜",Watermelon,水果類,34.0,0.8,0.1,8.5,2.0
D1900203,黑美人西瓜,"水瓜,寒瓜,夏瓜",Watermelon,水果類,36.0,0.9,0.1,9.1,2.0
D1900204,鳳光西瓜,"水瓜,寒瓜,夏瓜",,水果類,27.0,0.7,0.2,6.5,1.0
D1900301,無籽西瓜,"水瓜,寒瓜,夏瓜",Watermelon,水果類,33.0,0.9,0.0,8.2,1.0
D19004,西瓜平均值(黃肉小瓜),"水瓜,寒瓜,夏瓜",Watermelon,水果類,29.0,0.7,0.0,7.3,2.0
D1900401,小玉西瓜,"水瓜,寒瓜,夏瓜",Watermelon,水果類,34.0,0.8,0.1,8.7,2.0
D1900402,金蘭西瓜,"水瓜,寒瓜,夏瓜",Watermelon,水果類,24.0,0.6,0.0,6.0,1.0
D1900501,嘉寶瓜,"水瓜,寒瓜,夏瓜(嘉寶兵瓜)",,水果類,40.0,0.8,0.2,10.0,9.0
D20001,甜瓜平均值(光皮洋香瓜),"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",Melon; Cantaloupe; Honeydew melon; Maskmelon,水果類,30.0,0.9,0.1,7.2,13.0
D2000101,太陽洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",Melon; Honeydew melon;,水果類,32.0,1.2,0.0,7.8,3.0
D2000102,狀元瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",Melon; Honeydew melon;,水果類,27.0,0.7,0.1,6.6,18.0
D2000103,蜜世界洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜",Melon; Honeydew melon;,水果類,29.0,0.7,0.1,7.1,19.0
D20002,甜瓜平均值(東洋系脆瓜),"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",Melon; Cantaloupe; Honeydew melon; Maskmelon,水果類,37.0,1.0,0.2,8.9,9.0
D2000201,美濃瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",Melon; Honeydew melon;,水果類,37.0,1.1,0.2,8.8,8.0
D2000202,黃香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",Melon; Honeydew melon;,水果類,30.0,0.6,0.2,7.5,16.0
D2000203,嘉玉甜瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜",Melon; Honeydew melon;,水果類,43.0,1.3,0.1,10.4,4.0
D2000301,洋香瓜(新世紀),"網仔瓜,哈密瓜",,水果類,39.0,0.7,0.0,10.1,9.0
D2000302,新疆哈密瓜,"網仔瓜,哈密瓜",Melon; Cantaloupe;  Musk melon,水果類,28.0,0.7,0.1,6.9,29.0
D2000303,洋香瓜(卡蜜拉),"網仔瓜,哈密瓜",Aurora melon;Muskmelon;Cantaloupe,水果類,38.0,0.6,0.2,9.5,12.0
D20004,甜瓜平均值(網紋洋香瓜),"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",Melon; Cantaloupe; Honeydew melon; Maskmelon,水果類,37.0,0.9,0.0,9.3,13.0
D2000401,七股香洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",Melon; Honeydew melon,水果類,40.0,0.6,0.1,10.5,9.0
D2000402,天香洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",Melon; Honeydew melon;,水果類,44.0,0.8,0.0,11.6,9.0
D2000403,秋香洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",Melon; Honeydew melon;,水果類,34.0,1.0,0.0,8.4,16.0
D2000404,紅寶石洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",Melon; Honeydew melon,水果類,39.0,1.2,0.0,9.6,14.0
D2000405,香華洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",Melon; Honeydew melon,水果類,30.0,0.7,0.0,7.7,20.0
D2000406,藍寶石洋香瓜,"甜瓜,甘瓜,果瓜,香瓜,梨仔瓜,澎湖瓜,洋香瓜,網仔瓜,哈蜜瓜",Melon; Honeydew melon;,水果類,34.0,1.1,0.0,8.2,12.0
D2100101,土芒果,"檬果,檨仔,菴羅果(柴檨,土檨仔)",Mango,水果類,54.0,0.6,0.3,13.8,2.0
D21002,芒果平均值(西洋種),"檬果,檨仔,菴羅果",Mango,水果類,50.0,0.6,0.2,13.0,5.0
D2100201,肯特芒果,"檬果,檨仔,菴羅果",Mango,水果類,49.0,0.5,0.2,12.7,17.0
D2100202,海頓芒果,"檬果,檨仔,菴羅果",Mango,水果類,60.0,0.4,0.2,15.7,4.0
D2100203,凱特芒果,"檬果,檨仔,菴羅果",Mango,水果類,50.0,1.1,0.2,12.5,1.0
D2100204,愛文芒果,"檬果,檨仔,菴羅果(蘋果芒果)",Mango,水果類,42.0,0.4,0.2,11.0,1.0
D2100205,聖心芒果,"檬果,檨仔,菴羅果",Mango,水果類,50.0,0.5,0.2,12.9,0.0
D2100301,黑香芒果,"檬果,檨仔,菴羅果",Mango,水果類,66.0,0.8,0.3,16.9,0.0
D21004,芒果平均值(新興種),"檬果,檨仔,菴羅果",Mango,水果類,56.0,0.6,0.2,14.4,1.0
D2100401,四季芒果,"檬果,檨仔,菴羅果(四季檨)",Mango,水果類,60.0,0.6,0.2,15.6,0.0
D2100402,玉文芒果,"檬果,檨仔,菴羅果",Mango,水果類,62.0,0.5,0.3,16.1,0.0
D2100403,金煌芒果,"檬果,檨仔,菴羅果",Mango,水果類,52.0,0.8,0.2,13.0,8.0
D2100404,金蜜芒果,"檬果,檨仔,菴羅果",Mango,水果類,64.0,0.6,0.4,16.3,1.0
D2100405,金興芒果,"檬果,檨仔,菴羅果",Mango,水果類,41.0,0.6,0.1,10.6,0.0
D2100406,香水芒果,"檬果,檨仔,菴羅果",Mango,水果類,65.0,0.6,0.2,17.1,0.0
D2100407,蓮花芒果,"檬果,檨仔,菴羅果",Mango,水果類,47.0,0.4,0.2,12.2,0.0
D2110101,芒果乾,,Preserved mango: dried,水果類,334.0,0.6,1.0,90.0,219.0
D22001,荔枝平均值,"丹荔,荔錦,麗枝,離枝",Lychee; Lichee; Litchi,水果類,65.0,1.0,0.2,16.5,1.0
D2200101,玉荷苞荔枝,"丹荔,荔錦,麗枝,離枝",Lychee; Lichee; Litchi,水果類,68.0,1.2,0.2,17.3,0.0
D2200102,黑葉仔荔枝,"丹荔,荔錦,麗枝,離枝",Lychee; Lichee; Litchi,水果類,62.0,0.9,0.2,15.8,2.0
D2200201,冷凍荔枝,"丹荔,荔錦,麗枝,離枝",Frozen Lychee; Lichee; Litchi,水果類,28.0,0.4,0.1,7.2,9.0
D2300101,龍眼,"桂圓,龍目,圓眼",Longan; Longana Longan,水果類,72.0,1.1,0.4,18.0,3.0
D2310101,龍眼乾,"桂圓乾,龍目乾,圓眼乾",Longan: dried,水果類,276.0,5.1,0.5,70.9,5.0
D2310201,帶殼龍眼乾,"桂圓乾,龍目乾,圓眼乾",Longan: dried,水果類,278.0,4.6,0.1,72.9,0.0
D24001,李子平均值(青皮黃肉),李子,Plum,水果類,48.0,0.7,0.4,11.7,0.0
D2400101,加州青李,李子,California plum,水果類,47.0,0.6,0.2,12.0,0.0
D2400102,翡翠李,李子,Plum,水果類,48.0,0.7,0.5,11.4,0.0
D24002,李子平均值(紅皮紅肉),李子,Plum,水果類,39.0,0.6,0.3,9.6,0.0
D2400201,紅肉李(大),李子,Plum,水果類,41.0,0.5,0.3,10.0,0.0
D2400202,紅肉李(小),李子,Plum,水果類,38.0,0.7,0.3,9.2,0.0
D24003,李子平均值(紅皮黃肉),李子,Plum,水果類,48.0,0.7,0.3,11.9,1.0
D2400301,加州紅李(台灣),李子,Plum,水果類,45.0,0.3,0.6,10.6,0.0
D2400302,加州紅李(進口),李子,California plum,水果類,60.0,0.8,0.3,15.3,4.0
D2400303,加州蜜李(進口),李子,California plum,水果類,66.0,1.3,0.1,17.1,0.0
D2400304,香水李,李子,Plum,水果類,36.0,0.7,0.3,8.8,0.0
D2400305,桃接李(大),李子,Plum,水果類,38.0,0.6,0.3,9.2,1.0
D2400306,桃接李(小),李子,Plum,水果類,36.0,0.7,0.3,8.6,0.0
D2400307,蜜棗李(進口),李子,Prune,水果類,53.0,0.6,0.2,13.6,0.0
D2400401,黃肉李,李子,Plum,水果類,35.0,0.4,0.2,8.9,0.0
D2400501,黑李,李子,California plum,水果類,57.0,0.7,0.2,14.7,0.0
D2500101,枇杷,琶琵果,Loquat,水果類,38.0,0.3,0.2,9.8,4.0
D2600101,筆柿,"柿子,柹,香柿(長柿,珍寶柿,筆干柿)",Persimmon,水果類,69.0,0.6,0.1,18.3,2.0
D27002,甜柿平均值,"柿子,柹,香柿",Persimmon,水果類,57.0,0.5,0.1,15.2,3.0
D2700201,富有甜柿(大雪山),"柿子,柹,香柿",Persimmon,水果類,57.0,0.4,0.1,15.1,0.0
D2700202,甜柿(進口),"柿子,柹,香柿",Persimmon,水果類,57.0,0.6,0.1,15.3,5.0
D2700203,國產甜柿,"柿子,柹,香柿",Persimmon,水果類,47.0,0.4,0.1,12.7,0.0
D2700301,牛心柿,"柿子,柹,香柿(水柿,浸柿,硬柿,脆柿)",Persimmon,水果類,62.0,0.5,0.2,16.5,3.0
D2700401,四周柿,"柿子,柹,香柿(紅柿,軟柿)",Persimmon,水果類,66.0,0.5,0.1,17.6,0.0
D2700501,柿餅,,Persimmon,水果類,196.0,1.7,0.2,52.2,4.0
D28001,水蜜桃平均值,"毛桃,白桃",Peach,水果類,39.0,0.9,0.2,9.7,2.0
D2800101,水蜜桃,"毛桃,白桃",Peach,水果類,40.0,0.9,0.1,9.9,3.0
D2800102,甜蜜桃,"毛桃,白桃",Peach,水果類,39.0,0.9,0.2,9.6,0.0
D28002,脆桃平均值,"桃子,甜桃",,水果類,44.0,0.9,0.1,11.1,2.0
D2800201,白油桃,"桃子,脆桃,甜桃",Peach,水果類,37.0,0.6,0.1,9.3,1.0
D2800202,玫瑰桃,"桃子,脆桃,甜桃",Peach,水果類,51.0,1.2,0.1,12.8,7.0
D2800203,福壽桃,"桃子,脆桃,甜桃",Peach,水果類,47.0,0.9,0.2,11.9,0.0
D2800204,鶯哥桃,"桃子,脆桃,甜桃",Peach,水果類,42.0,1.0,0.2,10.5,0.0
D2800301,蟠桃,餅桃,Peach,水果類,45.0,0.9,0.2,11.3,0.0
D2900101,青梅(胭脂梅),梅子,Yentsu Mei; Japanese Apricot,水果類,35.0,0.5,0.1,8.8,1.0
D30001,西洋梨平均值,"梨子,水梨,山褵,快果,果宗",Pear,水果類,53.0,0.3,0.2,14.1,0.0
D3000101,西洋梨(青皮),"梨子,水梨,山褵,快果,果宗",Pear,水果類,62.0,0.3,0.2,16.5,0.0
D3000102,西洋梨(紅皮),"梨子,水梨,山褵,快果,果宗",Pear,水果類,53.0,0.3,0.2,13.9,1.0
D3000103,西洋梨(黃皮),"梨子,水梨,山褵,快果,果宗",Pear,水果類,44.0,0.2,0.1,11.8,0.0
D3000201,幸水梨,"梨子,水梨,山褵,快果,果宗",Pear,水果類,34.0,0.4,0.0,9.0,0.0
D3000202,大雪梨,"梨子,水梨,山褵,快果,果宗",Pear,水果類,42.0,0.3,0.1,11.1,0.0
D3000203,新世紀梨,"梨子,水梨,山褵,快果,果宗",Pear,水果類,42.0,0.4,0.2,10.7,6.0
D3000204,新興梨,"梨子,水梨,山褵,快果,果宗",Pear,水果類,44.0,0.2,0.1,11.9,0.0
D3000205,橫山梨,"梨子,水梨,山褵,快果,果宗(三灣冬梨,粗梨)",Pear,水果類,47.0,0.4,0.1,12.4,5.0
D3000206,豐水梨,"梨子,水梨,山褵,快果,果宗",Pear,水果類,36.0,0.5,0.1,9.4,0.0
D3000301,將軍蜜梨,"梨子,水梨,山褵,快果,果宗(三星上將梨)",Pear,水果類,50.0,0.4,0.1,13.3,0.0
D3000302,梨山蜜梨,"梨子,水梨,山褵,快果,果宗",Pear,水果類,47.0,0.3,0.0,12.7,0.0
D31001,蜜棗平均值(大),"棗子,棗仔",Indian jujube,水果類,43.0,1.1,0.1,10.7,2.0
D3100101,蜜棗(長形),"棗子,棗仔",Indian jujube,水果類,43.0,1.2,0.2,10.4,4.0
D3100102,蜜棗(圓形),"棗子,棗仔(蜜絲棗)",Indian jujube,水果類,44.0,0.9,0.1,11.0,1.0
D3100201,珍珠蜜棗,"棗子,棗仔",Indian jujube,水果類,46.0,1.1,0.0,11.7,1.0
D3100301,國產紅棗,紅棗,Chinese jujube,水果類,87.0,0.9,0.1,23.1,1.0
D3100401,紅棗(乾),"大棗,棗仔",Chinese jujube,水果類,227.0,3.2,0.3,59.5,10.0
D3100402,黑棗(乾),"大棗,棗仔",Chinese jujube: smoked,水果類,230.0,2.7,0.2,60.9,3.0
D32001,蘋果平均值(青皮),"柰,林檎",Apple,水果類,50.0,0.3,0.2,13.1,2.0
D3200101,青龍蘋果,"柰,林檎,青蘋果",Apple,水果類,54.0,0.3,0.3,14.0,1.0
D3200102,翠玉青蘋果,"柰,林檎,青蘋果(翡翠,青玉,史蜜斯)",Apple,水果類,46.0,0.3,0.1,12.2,3.0
D3200201,翠玉青蘋果(帶皮),"柰,林檎,青蘋果(翡翠,青玉,史蜜斯)",Apple,水果類,54.0,0.4,0.2,14.1,5.0
D3200301,美國五爪蘋果,"柰,林檎,紅蘋果(元帥)",Apple,水果類,51.0,0.2,0.1,13.8,2.0
D32004,蘋果平均值(混色),"柰,林檎",Apple,水果類,51.0,0.2,0.1,13.9,1.0
D3200401,加拉蘋果,"柰,林檎",Apple: Gala,水果類,55.0,0.2,0.1,15.0,0.0
D3200402,津輕蜜蘋果,"柰,林檎",Apple,水果類,56.0,0.2,0.2,15.1,1.0
D3200403,秋香蘋果,"柰,林檎",Apple,水果類,45.0,0.3,0.0,12.3,0.0
D3200404,富士蘋果,"柰,林檎",Fu-Ji apple,水果類,49.0,0.2,0.1,13.1,3.0
D3200501,富士蘋果(帶皮),"柰,林檎",Fu-Ji apple,水果類,45.0,0.2,0.1,11.9,3.0
D3200601,金冠蘋果,"柰,林檎,黃蘋果(黃元帥)",Apple,水果類,49.0,0.4,0.1,13.0,0.0
D3300101,櫻桃,"中國櫻桃又稱鶯桃,荊桃",Cherry;,水果類,75.0,1.2,0.3,19.1,2.0
D3300201,白櫻桃,"中國櫻桃又稱鶯桃,荊桃",Cherry;,水果類,69.0,0.7,0.1,18.4,1.0
D3400101,椪柑,"橘子,蘆柑,壼柑,凸柑,乳柑,潮州柑",Tangerine; Ponkan,水果類,40.0,0.8,0.2,10.0,2.0
D3400201,紅柑,"美人(女)柑,明尼吉柚,葡萄蜜柑,迷你葡萄柚",Tangerine,水果類,42.0,0.8,0.1,10.6,1.0
D3400202,茂谷柑,柑,Murcott; Honey tangerine; Honey murcott,水果類,44.0,0.6,0.1,11.5,1.0
D3400203,海梨桶柑,"年柑,草山柑,焦柑,蜜桶,漳柑,草山桔(海梨)",Tankan; Tankan orange,水果類,44.0,0.9,0.2,11.0,6.0
D3400204,高牆桶柑,"年柑,草山柑,焦柑,蜜桶,漳柑,草山桔(桶柑)",Tankan; Tankan orange,水果類,45.0,0.8,0.0,11.8,1.0
D3400205,檸檬柑,"三寶柑,甜檸檬",Citrus sulcata Hort. ex Takahashi,水果類,48.0,1.1,0.1,12.2,1.0
D3400206,砂糖橘,"十月桔,沙糖桔,沙糖橘,砂糖桔",Shatangju;Mandarin,水果類,50.0,0.7,0.3,12.6,3.0
D3400301,長果金柑,"金棗,羅浮柑",Kumquat; Oval kumquat,水果類,56.0,1.0,0.2,14.1,5.0
D3400302,圓果金柑,"金桔,金橘,桔子",Kumquat; Round kumquat,水果類,32.0,0.7,0.2,7.6,4.0
D3400303,圓果金柑汁(綠皮),"金桔,金橘,桔子",Kumquat juice; Round kumquat juice,水果類,32.0,0.9,0.1,8.0,1.0
D3500101,文旦,"柚子,內紫,朱欒,香欒,座凡,拋,欒",Shaddocks; Pomelo; Pummelo,水果類,34.0,0.7,0.1,8.8,0.0
D3500102,文旦(2023年取樣),"麻豆文旦,文旦柚","Pummelo,Pomelo, Shaddock",水果類,48.0,0.6,0.0,12.7,1.0
D3500201,白柚,"柚子,內紫,朱欒,香欒,座凡,拋,欒",White shaddocks; White pummelo,水果類,37.0,0.6,0.1,9.6,7.0
D3500301,西施蜜柚,"柚子,內紫,朱欒,香欒,座凡,拋,欒(西施柚)",Shaddocks; Pomelo; Pummelo,水果類,40.0,0.8,0.2,10.1,0.0
D36001,甜橙平均值(普遍系),"甜橙,柳橙,柳丁,印子柑,廣柑",Mandarin orange; Sweet orange; Lin-cheng (orange);,水果類,46.0,0.8,0.2,11.3,3.0
D3600101,柳橙,"甜橙,柳橙,柳丁,印子柑,廣柑",Orange,水果類,44.0,0.8,0.1,11.0,5.0
D3600102,香吉士(進口),"甜橙,柳橙,柳丁,印子柑,廣柑",Orange: Sunkist;,水果類,47.0,0.7,0.5,11.4,1.0
D3600103,澳洲甜橙(進口),"甜橙,柳橙,柳丁,印子柑,廣柑",Orange: Australia,水果類,46.0,0.9,0.1,11.6,3.0
D3700101,青皮葡萄柚,"西柚,朱欒",Grapefruit; Pomelo,水果類,33.0,0.8,0.1,8.3,1.0
D3700201,紅寶石葡萄柚(古坑),"西柚,朱欒",Ruby Grapefruit; Pomelo; Ruby Red;,水果類,37.0,0.7,0.3,8.9,0.0
D3700301,黃皮葡萄柚(進口),"西柚,朱欒",Grapefruit; Pomelo,水果類,38.0,0.7,0.1,9.7,1.0
D3700401,黃皮葡萄柚,"西柚,朱欒",Grapefruit; Pomelo,水果類,37.0,0.7,0.2,9.2,4.0
D3800101,檸檬,,Lemon,水果類,33.0,0.7,0.5,7.4,4.0
D3800201,萊姆,無子檸檬,Lime,水果類,38.0,0.5,1.0,7.7,1.0
D38003,檸檬汁平均值,,Lemon juice,水果類,31.0,0.5,0.4,7.0,1.0
D3800301,檸檬汁(黃皮),,Lemon juice,水果類,30.0,0.5,0.3,7.2,1.0
D3800302,檸檬汁(綠皮),,Lemon juice,水果類,31.0,0.4,0.6,6.9,1.0
D3830102,萊姆汁,無子檸檬,Lime,水果類,34.0,0.3,0.5,8.1,0.0
D3930101,紅甘蔗汁,甘蔗汁、高貴蔗汁、果蔗汁、干蔗汁、薯蔗汁、竹蔗汁,Sugarcane、Noble sugar cane,水果類,76.0,0.5,0.2,20.2,0.0
D3930102,"紅甘蔗汁(有機,2023年取樣)",甘蔗汁、高貴蔗汁、果蔗汁、干蔗汁、薯蔗汁、竹蔗汁,Sugarcane、Noble sugar cane,水果類,72.0,0.2,0.4,18.8,0.0
D4000101,人心果,"吳鳳柿,沙漠吉拉,查某囝仔,人蔘果",Sapodilla,水果類,83.0,0.6,0.8,20.5,10.0
D41301,可可椰子汁平均值,"椰子汁,越王頭汁",Coconut juice; Coco palm juice; Coconut terr juice,水果類,17.0,0.1,0.1,4.4,10.0
D4130101,可可椰子汁(屏東),"椰子汁,越王頭汁",Coconut juice; Coco palm juice; Coconut terr juice,水果類,16.0,0.1,0.2,3.8,3.0
D4130102,可可椰子汁(進口),"椰子汁,越王頭汁",Coconut juice; Coco palm juice; Coconut terr juice,水果類,19.0,0.2,0.0,5.0,16.0
D4300101,蛋黃果,仙桃,Peach; Egg apple; Egg-fruit; Canistel,水果類,106.0,1.4,0.3,27.3,3.0
D4400101,無花果,,Fig,水果類,67.0,1.2,0.4,16.5,9.0
D4410101,無花果乾,無花果,"Fig, dried",水果類,328.0,3.6,4.3,77.8,10.0
D4500101,黃金果,黃晶果,"Abiu, Caimito",水果類,44.0,0.9,0.2,11.0,0.0
D4600101,菠蘿蜜,"天波羅,樹波羅",Jack Fruit,水果類,108.0,1.0,0.2,28.4,0.0
D4600201,榴槤蜜,"尖百達,尖蜜拉,小樹菠蘿,小波羅蜜",Chempedak,水果類,124.0,1.6,0.1,32.6,0.0
D4700101,牛奶果,星蘋果,star apple,水果類,62.0,0.8,0.3,15.8,3.0
D4800101,餘甘子,"油柑,油甘",,水果類,43.0,0.3,0.3,10.8,2.0
D4900101,嘉寶果,樹葡萄,Jaboticaba,水果類,59.0,0.3,0.3,15.3,0.0
D5000101,藍莓(台灣),,Blueberries,水果類,53.0,0.5,0.3,13.6,0.0
E0100101,牛蒡,"吳帽,吳某,牛菜,蒡翁菜,鼠黏","Great burdock, edible burdock",蔬菜類,84.0,2.5,0.4,19.1,15.0
E02001,胡蘿蔔平均值,"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",Carrot,蔬菜類,39.0,1.1,0.1,8.9,89.0
E0200101,胡蘿蔔,"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",Carrot,蔬菜類,37.0,1.0,0.2,8.5,67.0
E0200102,向陽二號胡蘿蔔,"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",Carrot,蔬菜類,44.0,0.6,0.1,10.6,92.0
E0200103,澳洲胡蘿蔔(細長型),"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",Carrot,蔬菜類,34.0,1.7,0.1,7.5,109.0
E0200201,黃胡蘿蔔,"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",Carrot,蔬菜類,42.0,1.1,0.3,9.4,65.0
E0200301,冷凍胡蘿蔔,"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",Carrot: frozen,蔬菜類,13.0,0.5,0.1,3.0,65.0
E0300101,根菾菜根,"甜菜根,火焰菜根","Beet, Beetroot",蔬菜類,27.0,1.2,0.1,6.0,236.0
E0300102,根菾菜根(2023年取樣),"甜菜根,火焰菜根",Beetroot,蔬菜類,37.0,1.2,0.0,8.6,141.0
